bias,Positive,Negative,Sentiment
1,1,4595,0.0
1,4006,166,1.0
1,51,4785,0.0
1,5,4587,0.0
1,4094,357,1.0
1,591,475,1.0
1,3765,7,1.0
1,163,4696,0.0
1,4333,1109,1.0
1,18,4609,0.0
1,561,5160,0.0
1,3913,338,1.0
1,89,4798,0.0
1,4132,602,1.0
1,1362,121,1.0
1,40,4646,0.0
1,1,4587,0.0
1,7,4589,0.0
1,1,4593,0.0
1,3925,99,1.0
1,1,506,0.0
1,4562,137,1.0
1,4809,424,1.0
1,1343,797,1.0
1,28,4622,0.0
1,3713,24,1.0
1,4323,219,1.0
1,5399,860,1.0
1,937,280,1.0
1,3993,94,1.0
1,490,5178,0.0
1,659,0,1.0
1,1642,578,1.0
1,4473,652,1.0
1,3887,137,1.0
1,476,4899,0.0
1,6,4614,0.0
1,4232,564,1.0
1,777,5,1.0
1,20,4601,0.0
1,3718,2,1.0
1,4116,309,1.0
1,39,4663,0.0
1,81,4953,0.0
1,4434,836,1.0
1,3713,24,1.0
1,11,4634,0.0
1,3886,161,1.0
1,184,4935,0.0
1,1637,5492,0.0
1,1,4585,0.0
1,743,135,1.0
1,3980,159,1.0
1,4019,39,1.0
1,312,4820,0.0
1,3882,147,1.0
1,3699,8,1.0
1,937,197,1.0
1,10,4596,0.0
1,1,4591,0.0
1,49,4936,0.0
1,711,48,1.0
1,3880,340,1.0
1,147,4833,0.0
1,174,4619,0.0
1,12,4615,0.0
1,498,5216,0.0
1,659,5038,0.0
1,63,4643,0.0
1,454,5129,0.0
1,104,4652,0.0
1,3997,149,1.0
1,247,4811,0.0
1,461,4881,0.0
1,4022,269,1.0
1,3733,20,1.0
1,4306,552,1.0
1,3777,115,1.0
1,132,5036,0.0
1,466,5218,0.0
1,137,4892,0.0
1,3967,232,1.0
1,355,279,1.0
1,671,21,1.0
1,4489,625,1.0
1,260,5142,0.0
1,516,5047,0.0
1,4341,708,1.0
1,1435,522,1.0
1,279,4928,0.0
1,4137,296,1.0
1,37,4627,0.0
1,12,4636,0.0
1,3791,57,1.0
1,195,4889,0.0
1,4371,200,1.0
1,26,4687,0.0
1,931,397,1.0
1,73,4691,0.0
1,1,0,1.0
1,3816,114,1.0
1,4721,421,1.0
1,245,4911,0.0
1,3694,8,1.0
1,426,4791,0.0
1,19,4657,0.0
1,679,5276,0.0
1,239,4773,0.0
1,4318,355,1.0
1,111,803,0.0
1,47,4742,0.0
1,213,4979,0.0
1,3898,152,1.0
1,530,4959,0.0
1,683,3,1.0
1,4470,819,1.0
1,4161,423,1.0
1,3917,135,1.0
1,421,5318,0.0
1,3720,2,1.0
1,434,5048,0.0
1,281,5111,0.0
1,4370,677,1.0
1,5,4607,0.0
1,4782,614,1.0
1,2,4587,0.0
1,4604,476,1.0
1,826,5558,0.0
1,184,4835,0.0
1,4132,393,1.0
1,409,4904,0.0
1,3855,195,1.0
1,5795,815,1.0
1,69,4663,0.0
1,888,229,1.0
1,3986,53,1.0
1,3793,117,1.0
1,174,5007,0.0
1,5105,1059,1.0
1,5856,347,1.0
1,3809,75,1.0
1,704,0,1.0
1,1260,312,1.0
1,4993,843,1.0
1,260,670,0.0
1,210,4948,0.0
1,956,67,1.0
1,664,2,1.0
1,4617,975,1.0
1,107,4888,0.0
1,3862,145,1.0
1,3692,3,1.0
1,0,508,0.0
1,27,4605,0.0
1,1068,175,1.0
1,26,553,0.0
1,327,5035,0.0
1,1789,708,1.0
1,3864,24,1.0
1,182,4987,0.0
1,4092,154,1.0
1,677,15,1.0
1,35,582,0.0
1,54,4683,0.0
1,63,4783,0.0
1,10,4603,0.0
1,230,5245,0.0
1,4560,409,1.0
1,203,4817,0.0
1,181,4882,0.0
1,3943,244,1.0
1,1637,5492,0.0
1,31,4744,0.0
1,3839,252,1.0
1,413,5297,0.0
1,527,519,0.0
1,838,5950,0.0
1,15,4596,0.0
1,711,1,1.0
1,394,4800,0.0
1,15,4596,0.0
1,752,55,1.0
1,535,5574,0.0
1,3698,4,1.0
1,1138,263,1.0
1,37,4617,0.0
1,285,4756,0.0
1,5199,544,1.0
1,173,4783,0.0
1,4993,843,1.0
1,3899,433,1.0
1,4884,515,1.0
1,401,5149,0.0
1,4489,262,1.0
1,1350,712,1.0
1,668,0,1.0
1,354,5106,0.0
1,80,4771,0.0
1,224,4868,0.0
1,7775,238,1.0
1,7406,46,1.0
1,247,5144,0.0
1,1888,471,1.0
1,4452,227,1.0
1,230,5036,0.0
1,310,5023,0.0
1,4105,434,1.0
1,428,5080,0.0
1,234,4812,0.0
1,3774,50,1.0
1,4253,429,1.0
1,162,4895,0.0
1,1024,5550,0.0
1,283,4774,0.0
1,352,5158,0.0
1,32,4619,0.0
1,717,5052,0.0
1,1,4585,0.0
1,92,613,0.0
1,4457,380,1.0
1,143,4794,0.0
1,206,4946,0.0
1,129,4711,0.0
1,736,157,1.0
1,3807,14,1.0
1,31,4662,0.0
1,55,4596,0.0
1,680,5236,0.0
1,296,5263,0.0
1,666,4730,0.0
1,80,4674,0.0
1,4269,645,1.0
1,31,4888,0.0
1,3776,13,1.0
1,4721,421,1.0
1,78,9301,0.0
1,796,5689,0.0
1,101,4832,0.0
1,2063,168,1.0
1,519,5179,0.0
1,112,4720,0.0
1,682,5439,0.0
1,215,4802,0.0
1,435,5113,0.0
1,1,4584,0.0
1,3964,386,1.0
1,175,984,0.0
1,1359,397,1.0
1,747,53,1.0
1,7411,20,1.0
1,1029,409,1.0
1,3718,2,1.0
1,5399,860,1.0
1,4600,478,1.0
1,4002,248,1.0
1,23,516,0.0
1,16,4640,0.0
1,231,4898,0.0
1,5034,606,1.0
1,52,4717,0.0
1,48,4661,0.0
1,456,235,1.0
1,77,4646,0.0
1,3987,216,1.0
1,911,402,1.0
1,10,4622,0.0
1,3,4587,0.0
1,1584,8682,0.0
1,927,184,1.0
1,990,34,1.0
1,4041,255,1.0
1,273,5130,0.0
1,3768,50,1.0
1,160,4754,0.0
1,88,4685,0.0
1,43,4650,0.0
1,4038,242,1.0
1,83,4645,0.0
1,3764,7,1.0
1,420,5155,0.0
1,500,836,0.0
1,414,5113,0.0
1,236,118,1.0
1,4130,463,1.0
1,789,29,1.0
1,214,4860,0.0
1,28,4632,0.0
1,3718,2,1.0
1,4433,202,1.0
1,3716,10,1.0
1,4481,420,1.0
1,1448,203,1.0
1,3869,143,1.0
1,152,1071,0.0
1,811,195,1.0
1,718,17,1.0
1,4182,538,1.0
1,314,5007,0.0
1,4640,372,1.0
1,4225,486,1.0
1,757,67,1.0
1,35,4914,0.0
1,5343,814,1.0
1,29,4887,0.0
1,4341,113,1.0
1,1,4588,0.0
1,160,4842,0.0
1,4335,109,1.0
1,73,4664,0.0
1,234,4812,0.0
1,8345,404,1.0
1,4746,303,1.0
1,24,4674,0.0
1,660,0,1.0
1,250,4865,0.0
1,3721,42,1.0
1,4950,406,1.0
1,238,4840,0.0
1,300,143,1.0
1,3691,2,1.0
1,4133,396,1.0
1,4342,118,1.0
1,70,4615,0.0
1,4028,42,1.0
1,706,0,1.0
1,3,4590,0.0
1,95,614,0.0
1,3773,30,1.0
1,27,4742,0.0
1,668,5522,0.0
1,1758,883,1.0
1,17,4663,0.0
1,4489,527,1.0
1,3759,33,1.0
1,193,4816,0.0
1,112,4856,0.0
1,1815,975,1.0
1,3750,15,1.0
1,79,4838,0.0
1,918,319,1.0
1,3764,7,1.0
1,197,4853,0.0
1,13,4598,0.0
1,212,4960,0.0
1,670,5256,0.0
1,4164,281,1.0
1,101,4989,0.0
1,3727,16,1.0
1,3940,256,1.0
1,1,4585,0.0
1,646,5273,0.0
1,3734,27,1.0
1,3850,177,1.0
1,4379,147,1.0
1,29,4638,0.0
1,598,5393,0.0
1,3711,9,1.0
1,1,4586,0.0
1,1720,644,1.0
1,3909,336,1.0
1,19,4599,0.0
1,172,4979,0.0
1,580,4930,0.0
1,92,4699,0.0
1,4477,836,1.0
1,780,38,1.0
1,396,4979,0.0
1,20,4626,0.0
1,6,4634,0.0
1,4193,394,1.0
1,354,4966,0.0
1,3734,53,1.0
1,361,5157,0.0
1,27,4683,0.0
1,1,4589,0.0
1,106,4809,0.0
1,143,4945,0.0
1,363,1005,0.0
1,1640,4932,0.0
1,3759,77,1.0
1,3696,6,1.0
1,4307,566,1.0
1,660,0,1.0
1,344,4848,0.0
1,3981,149,1.0
1,4993,843,1.0
1,51,4638,0.0
1,3762,32,1.0
1,54,4597,0.0
1,3881,26,1.0
1,4319,604,1.0
1,3931,109,1.0
1,4760,784,1.0
1,670,9,1.0
1,112,4717,0.0
1,4211,204,1.0
1,4335,109,1.0
1,809,156,1.0
1,200,96,1.0
1,6,4587,0.0
1,702,0,1.0
1,155,4829,0.0
1,353,5086,0.0
1,14,4613,0.0
1,4950,406,1.0
1,916,397,1.0
1,873,141,1.0
1,3717,26,1.0
1,256,4800,0.0
1,317,5003,0.0
1,618,5054,0.0
1,36,4633,0.0
1,1,4584,0.0
1,6,4603,0.0
1,721,24,1.0
1,3945,180,1.0
1,288,4961,0.0
1,392,9702,0.0
1,537,5148,0.0
1,295,5018,0.0
1,812,5486,0.0
1,4181,293,1.0
1,756,35,1.0
1,3900,235,1.0
1,28,4885,0.0
1,931,5287,0.0
1,4367,520,1.0
1,5795,815,1.0
1,741,43,1.0
1,576,4981,0.0
1,3738,46,1.0
1,152,9,1.0
1,824,122,1.0
1,3694,2,1.0
1,3881,148,1.0
1,3780,63,1.0
1,1806,159,1.0
1,26,4736,0.0
1,28,4624,0.0
1,546,160,1.0
1,50,4654,0.0
1,4019,39,1.0
1,126,4727,0.0
1,3886,89,1.0
1,766,5714,0.0
1,28,4627,0.0
1,4464,770,1.0
1,18,549,0.0
1,3861,291,1.0
1,4113,161,1.0
1,4478,211,1.0
1,315,191,1.0
1,1,4587,0.0
1,3735,19,1.0
1,901,234,1.0
1,518,5074,0.0
1,161,5160,0.0
1,4277,530,1.0
1,247,4921,0.0
1,622,5285,0.0
1,4993,843,1.0
1,1465,5995,0.0
1,1028,5331,0.0
1,4721,421,1.0
1,1,4586,0.0
1,142,4698,0.0
1,1086,5636,0.0
1,86,4750,0.0
1,3977,186,1.0
1,1229,5993,0.0
1,217,635,0.0
1,4099,243,1.0
1,191,5060,0.0
1,1952,459,1.0
1,58,4651,0.0
1,80,4686,0.0
1,903,94,1.0
1,214,4827,0.0
1,3894,224,1.0
1,318,4922,0.0
1,1,4588,0.0
1,4512,253,1.0
1,294,4747,0.0
1,452,5367,0.0
1,309,4908,0.0
1,3938,248,1.0
1,3914,253,1.0
1,231,4861,0.0
1,29,4644,0.0
1,273,4979,0.0
1,309,4871,0.0
1,2,4590,0.0
1,58,4656,0.0
1,3801,84,1.0
1,196,4958,0.0
1,746,5454,0.0
1,29,4650,0.0
1,318,4922,0.0
1,5,624,0.0
1,345,4907,0.0
1,74,4703,0.0
1,140,0,1.0
1,737,14,1.0
1,53,4657,0.0
1,3725,35,1.0
1,347,4725,0.0
1,3824,292,1.0
1,3826,113,1.0
1,113,4738,0.0
1,12,4628,0.0
1,411,4752,0.0
1,180,4959,0.0
1,797,251,1.0
1,1311,524,1.0
1,80,4707,0.0
1,18,4640,0.0
1,255,4829,0.0
1,4008,248,1.0
1,1108,1563,0.0
1,4257,580,1.0
1,1022,158,1.0
1,3880,277,1.0
1,3928,231,1.0
1,253,758,0.0
1,3779,92,1.0
1,3884,177,1.0
1,331,4956,0.0
1,1337,547,1.0
1,127,676,0.0
1,3725,51,1.0
1,374,5010,0.0
1,4461,371,1.0
1,551,5267,0.0
1,94,4737,0.0
1,3805,289,1.0
1,54,4678,0.0
1,297,5007,0.0
1,370,5237,0.0
1,3883,261,1.0
1,423,4892,0.0
1,3693,2,1.0
1,479,4782,0.0
1,2,9169,0.0
1,9,4605,0.0
1,131,4737,0.0
1,3856,128,1.0
1,356,5103,0.0
1,1025,421,1.0
1,43,4638,0.0
1,702,0,1.0
1,4029,439,1.0
1,7611,181,1.0
1,127,4688,0.0
1,3697,3,1.0
1,13,4610,0.0
1,3692,3,1.0
1,21,4643,0.0
1,4022,299,1.0
1,0,503,0.0
1,1250,5793,0.0
1,387,1109,0.0
1,4188,325,1.0
1,1637,5492,0.0
1,4183,389,1.0
1,810,118,1.0
1,6,4602,0.0
1,5399,860,1.0
1,4,4609,0.0
1,4412,617,1.0
1,1,4588,0.0
1,52,4686,0.0
1,1637,5492,0.0
1,833,14120,0.0
1,282,4976,0.0
1,5399,860,1.0
1,177,5032,0.0
1,269,4845,0.0
1,9,4597,0.0
1,183,4724,0.0
1,868,75,1.0
1,23,4611,0.0
1,290,165,1.0
1,4769,1683,1.0
1,684,14,1.0
1,23,13767,0.0
1,79,4712,0.0
1,612,5111,0.0
1,51,4751,0.0
1,330,126,1.0
1,4993,843,1.0
1,132,4768,0.0
1,3948,88,1.0
1,290,5140,0.0
1,1279,380,1.0
1,4386,767,1.0
1,402,4736,0.0
1,911,118,1.0
1,206,5076,0.0
1,491,4875,0.0
1,497,4936,0.0
1,1172,380,1.0
1,704,0,1.0
1,355,4992,0.0
1,3702,5,1.0
1,3827,145,1.0
1,4021,282,1.0
1,922,407,1.0
1,599,5252,0.0
1,479,1079,0.0
1,12,4608,0.0
1,201,4881,0.0
1,4360,125,1.0
1,787,5533,0.0
1,430,245,1.0
1,5795,815,1.0
1,7,4600,0.0
1,139,4769,0.0
1,19,9186,0.0
1,119,4732,0.0
1,3825,141,1.0
1,137,4892,0.0
1,385,5062,0.0
1,1065,477,1.0
1,0,501,0.0
1,4,4591,0.0
1,1413,5844,0.0
1,74,4658,0.0
1,728,301,1.0
1,123,5116,0.0
1,3795,34,1.0
1,102,4739,0.0
1,143,4834,0.0
1,240,4864,0.0
1,13,4609,0.0
1,125,4830,0.0
1,3717,22,1.0
1,3783,16,1.0
1,4006,228,1.0
1,4034,488,1.0
1,143,4726,0.0
1,3852,95,1.0
1,63,4635,0.0
1,3977,50,1.0
1,293,4923,0.0
1,523,4944,0.0
1,92,589,0.0
1,28,4885,0.0
1,355,5056,0.0
1,771,85,1.0
1,205,4929,0.0
1,840,57,1.0
1,762,19,1.0
1,43,39,1.0
1,1,4588,0.0
1,4099,401,1.0
1,28,4885,0.0
1,20,4606,0.0
1,3792,33,1.0
1,3744,52,1.0
1,1173,343,1.0
1,229,4975,0.0
1,425,5005,0.0
1,204,4954,0.0
1,107,4845,0.0
1,687,5341,0.0
1,12,4661,0.0
1,1125,427,1.0
1,114,110,1.0
1,641,5237,0.0
1,4993,843,1.0
1,4044,282,1.0
1,1337,405,1.0
1,91,4663,0.0
1,4721,421,1.0
1,3815,73,1.0
1,3983,294,1.0
1,296,1030,0.0
1,2037,22,1.0
1,118,4747,0.0
1,4334,109,1.0
1,722,43,1.0
1,166,4846,0.0
1,49,4643,0.0
1,49,598,0.0
1,4884,515,1.0
1,109,4890,0.0
1,247,4735,0.0
1,329,5037,0.0
1,5009,312,1.0
1,1105,5386,0.0
1,18581,328,1.0
1,57,111,0.0
1,762,58,1.0
1,693,5040,0.0
1,5794,815,1.0
1,15,4605,0.0
1,5795,815,1.0
1,27,4609,0.0
1,299,5386,0.0
1,5038,512,1.0
1,1,4586,0.0
1,504,5385,0.0
1,956,425,1.0
1,950,240,1.0
1,3905,615,1.0
1,4324,394,1.0
1,3958,225,1.0
1,498,1067,0.0
1,153,5026,0.0
1,1,4587,0.0
1,114,4692,0.0
1,163,9598,0.0
1,3938,63,1.0
1,4219,439,1.0
1,271,4684,0.0
1,15,4652,0.0
1,1648,6848,0.0
1,39,9491,0.0
1,359,5060,0.0
1,3829,53,1.0
1,1,505,0.0
1,26,546,0.0
1,70,4776,0.0
1,994,272,1.0
1,212,728,0.0
1,90,641,0.0
1,4011,462,1.0
1,4085,599,1.0
1,789,45,1.0
1,1275,524,1.0
1,475,4956,0.0
1,693,5673,0.0
1,3719,21,1.0
1,4301,387,1.0
1,7,513,0.0
1,3800,111,1.0
1,918,284,1.0
1,4099,441,1.0
1,4016,201,1.0
1,3729,35,1.0
1,36,4607,0.0
1,4338,419,1.0
1,483,4997,0.0
1,4334,109,1.0
1,529,298,1.0
1,1067,426,1.0
1,1290,533,1.0
1,1494,620,1.0
1,305,5001,0.0
1,1584,8682,0.0
1,3904,69,1.0
1,33,98,0.0
1,1,4584,0.0
1,12,1025,0.0
1,510,5369,0.0
1,692,44,1.0
1,225,14007,0.0
1,3745,26,1.0
1,1608,347,1.0
1,226,4787,0.0
1,4458,605,1.0
1,4993,843,1.0
1,1584,8682,0.0
1,3719,22,1.0
1,1456,367,1.0
1,165,4754,0.0
1,3702,6,1.0
1,1367,611,1.0
1,885,223,1.0
1,4973,937,1.0
1,1413,5782,0.0
1,80,4610,0.0
1,97,4806,0.0
1,34,4890,0.0
1,1,4596,0.0
1,3692,2,1.0
1,4071,354,1.0
1,188,4784,0.0
1,322,4835,0.0
1,4609,1242,1.0
1,3950,211,1.0
1,3734,19,1.0
1,3757,78,1.0
1,1344,107,1.0
1,192,4872,0.0
1,228,4867,0.0
1,671,11,1.0
1,7,4600,0.0
1,4538,139,1.0
1,3973,258,1.0
1,3964,233,1.0
1,14,4620,0.0
1,17,4601,0.0
1,4016,414,1.0
1,3750,33,1.0
1,4605,243,1.0
1,1053,5761,0.0
1,4993,843,1.0
1,258,298,0.0
1,147,4728,0.0
1,4993,843,1.0
1,5253,711,1.0
1,36,4616,0.0
1,277,4874,0.0
1,194,732,0.0
1,430,916,0.0
1,364,4811,0.0
1,5173,459,1.0
1,200,5049,0.0
1,4831,507,1.0
1,22246,192,1.0
1,138,613,0.0
1,3869,83,1.0
1,1245,753,1.0
1,335,4956,0.0
1,4765,278,1.0
1,838,982,0.0
1,3694,13,1.0
1,1,4585,0.0
1,4181,187,1.0
1,961,158,1.0
1,795,1208,0.0
1,3692,4,1.0
1,3792,21,1.0
1,482,5171,0.0
1,3884,82,1.0
1,696,5,1.0
1,164,4928,0.0
1,305,663,0.0
1,200,168,1.0
1,77,4763,0.0
1,3800,202,1.0
1,4312,468,1.0
1,32,4654,0.0
1,604,5253,0.0
1,194,4932,0.0
1,17,4602,0.0
1,110,4703,0.0
1,757,19,1.0
1,4145,413,1.0
1,120,4705,0.0
1,4115,284,1.0
1,3840,125,1.0
1,973,237,1.0
1,5566,1303,1.0
1,33,4904,0.0
1,55,4627,0.0
1,202,4708,0.0
1,38,4650,0.0
1,534,5292,0.0
1,920,5223,0.0
1,35,4902,0.0
1,230,4818,0.0
1,163,4779,0.0
1,3792,40,1.0
1,374,5121,0.0
1,3806,162,1.0
1,4700,436,1.0
1,7398,16,1.0
1,1,4584,0.0
1,484,5042,0.0
1,3709,7,1.0
1,69,4635,0.0
1,3770,7,1.0
1,80,4643,0.0
1,84,4817,0.0
1,1095,243,1.0
1,4489,527,1.0
1,23,4735,0.0
1,4257,413,1.0
1,2,4588,0.0
1,4784,445,1.0
1,3977,50,1.0
1,3749,35,1.0
1,158,4723,0.0
1,4045,239,1.0
1,3739,53,1.0
1,28,4885,0.0
1,251,9367,0.0
1,1622,533,1.0
1,717,12,1.0
1,3887,72,1.0
1,1,4586,0.0
1,252,4872,0.0
1,5075,494,1.0
1,722,48,1.0
1,74,4691,0.0
1,208,4750,0.0
1,5795,815,1.0
1,220,845,0.0
1,150,4761,0.0
1,14,4596,0.0
1,545,767,0.0
1,3982,247,1.0
1,1,4587,0.0
1,7,4599,0.0
1,3770,11,1.0
1,4306,389,1.0
1,119,4666,0.0
1,218,9548,0.0
1,188,4945,0.0
1,952,251,1.0
1,4993,843,1.0
1,1245,566,1.0
1,764,24,1.0
1,326,4963,0.0
1,710,5402,0.0
1,191,4812,0.0
1,13,4625,0.0
1,1714,387,1.0
1,659,5360,0.0
1,417,5238,0.0
1,3944,287,1.0
1,178,9355,0.0
1,666,3,1.0
1,4241,184,1.0
1,4740,500,1.0
1,122,4797,0.0
1,394,5226,0.0
1,5795,815,1.0
1,23,4733,0.0
1,5795,815,1.0
1,3697,3,1.0
1,3712,8,1.0
1,794,94,1.0
1,4234,494,1.0
1,128,631,0.0
1,293,4812,0.0
1,4048,314,1.0
1,3940,337,1.0
1,1,4586,0.0
1,435,1029,0.0
1,3988,126,1.0
1,702,0,1.0
1,333,5106,0.0
1,65,4666,0.0
1,4337,111,1.0
1,93,4837,0.0
1,1398,131,1.0
1,13,4593,0.0
1,85,834,0.0
1,80,4636,0.0
1,76,4664,0.0
1,4018,207,1.0
1,4993,843,1.0
1,4751,168,1.0
1,893,157,1.0
1,3901,192,1.0
1,149,4746,0.0
1,262,4952,0.0
1,5090,579,1.0
1,2,4593,0.0
1,378,4883,0.0
1,3874,155,1.0
1,99,4641,0.0
1,4739,466,1.0
1,659,2,1.0
1,610,5039,0.0
1,98,4785,0.0
1,4009,356,1.0
1,189,4874,0.0
1,305,5028,0.0
1,4083,283,1.0
1,108,806,0.0
1,3738,85,1.0
1,5298,953,1.0
1,67,4684,0.0
1,5414,1046,1.0
1,213,4739,0.0
1,84,45,0.0
1,3699,12,1.0
1,294,4921,0.0
1,49,4649,0.0
1,3952,201,1.0
1,448,4847,0.0
1,615,5121,0.0
1,195,95,1.0
1,148,4825,0.0
1,112,4717,0.0
1,156,4721,0.0
1,602,5212,0.0
1,13,4623,0.0
1,3837,133,1.0
1,566,5332,0.0
1,28,4632,0.0
1,171,5073,0.0
1,153,4813,0.0
1,8,4601,0.0
1,546,5093,0.0
1,3716,19,1.0
1,1075,5844,0.0
1,2532,819,1.0
1,748,29,1.0
1,140,0,1.0
1,4415,1052,1.0
1,1104,513,1.0
1,22,4627,0.0
1,15,4729,0.0
1,175,25,1.0
1,574,5318,0.0
1,510,5095,0.0
1,506,4813,0.0
1,3730,42,1.0
1,67,9286,0.0
1,600,5242,0.0
1,3752,29,1.0
1,3871,112,1.0
1,7,4594,0.0
1,3998,290,1.0
1,1584,8682,0.0
1,118,4866,0.0
1,3943,72,1.0
1,4098,474,1.0
1,3859,180,1.0
1,262,873,0.0
1,308,479,0.0
1,1421,268,1.0
1,451,5069,0.0
1,13,4605,0.0
1,4368,1067,1.0
1,571,5149,0.0
1,252,4850,0.0
1,4059,342,1.0
1,87,4710,0.0
1,351,366,1.0
1,400,5094,0.0
1,30,4654,0.0
1,60,4698,0.0
1,278,4946,0.0
1,4334,109,1.0
1,5192,887,1.0
1,4452,297,1.0
1,320,4863,0.0
1,68,4755,0.0
1,969,301,1.0
1,4096,182,1.0
1,4051,205,1.0
1,91,4770,0.0
1,155,4711,0.0
1,71,4669,0.0
1,87,4730,0.0
1,352,5235,0.0
1,142,0,1.0
1,21,4620,0.0
1,3775,37,1.0
1,3914,186,1.0
1,3823,102,1.0
1,861,5553,0.0
1,4349,132,1.0
1,75,686,0.0
1,3833,278,1.0
1,3721,12,1.0
1,189,1023,0.0
1,4993,843,1.0
1,237,4968,0.0
1,3802,45,1.0
1,322,4889,0.0
1,75,4648,0.0
1,94,4733,0.0
1,56,4711,0.0
1,4024,313,1.0
1,302,857,0.0
1,212,4900,0.0
1,767,5406,0.0
1,4077,333,1.0
1,4334,109,1.0
1,660,0,1.0
1,3,4598,0.0
1,109,4683,0.0
1,184,999,0.0
1,40,4609,0.0
1,117,4832,0.0
1,178,4963,0.0
1,1,4585,0.0
1,13,4645,0.0
1,71,4787,0.0
1,451,5081,0.0
1,10,4607,0.0
1,393,4967,0.0
1,4336,109,1.0
1,4352,670,1.0
1,496,5249,0.0
1,4151,412,1.0
1,50,4716,0.0
1,325,4890,0.0
1,4,4599,0.0
1,505,1180,0.0
1,804,31,1.0
1,489,4974,0.0
1,59,4626,0.0
1,3,4591,0.0
1,161,16,1.0
1,5795,815,1.0
1,65,4595,0.0
1,238,4977,0.0
1,32,4685,0.0
1,4647,506,1.0
1,4023,147,1.0
1,26,4602,0.0
1,207,4758,0.0
1,4188,377,1.0
1,1637,5492,0.0
1,349,5076,0.0
1,51,4663,0.0
1,1040,132,1.0
1,109,4842,0.0
1,837,717,1.0
1,1269,301,1.0
1,4043,296,1.0
1,4915,662,1.0
1,3814,164,1.0
1,3773,37,1.0
1,3829,115,1.0
1,4210,304,1.0
1,3995,257,1.0
1,89,4854,0.0
1,78,177,0.0
1,4735,855,1.0
1,4230,379,1.0
1,3707,58,1.0
1,3764,36,1.0
1,970,350,1.0
1,901,5879,0.0
1,112,622,0.0
1,1,4584,0.0
1,354,4991,0.0
1,4396,373,1.0
1,706,6,1.0
1,1,4584,0.0
1,443,4957,0.0
1,202,4811,0.0
1,147,4728,0.0
1,4024,287,1.0
1,7400,38,1.0
1,1060,152,1.0
1,3764,7,1.0
1,71,4636,0.0
1,405,5418,0.0
1,4366,696,1.0
1,469,5304,0.0
1,263,5594,0.0
1,30,80,0.0
1,697,21,1.0
1,60,4651,0.0
1,659,1,1.0
1,25,4739,0.0
1,3922,142,1.0
1,4290,284,1.0
1,1040,357,1.0
1,4355,432,1.0
1,4627,365,1.0
1,22,4598,0.0
1,142,4809,0.0
1,3839,69,1.0
1,3744,29,1.0
1,14,4641,0.0
1,695,29,1.0
1,283,4900,0.0
1,806,5516,0.0
1,1,4585,0.0
1,3717,19,1.0
1,3754,322,1.0
1,3768,50,1.0
1,88,137,0.0
1,3944,154,1.0
1,4156,459,1.0
1,1154,5855,0.0
1,5691,1538,1.0
1,4209,329,1.0
1,3750,34,1.0
1,739,5,1.0
1,3903,296,1.0
1,186,4938,0.0
1,56,4717,0.0
1,82,4779,0.0
1,23,4733,0.0
1,221,5151,0.0
1,4390,121,1.0
1,4993,843,1.0
1,3696,12,1.0
1,255,4998,0.0
1,4356,451,1.0
1,131,4702,0.0
1,150,4972,0.0
1,193,4950,0.0
1,34,4747,0.0
1,7538,134,1.0
1,722,10,1.0
1,3928,213,1.0
1,24,4664,0.0
1,38,4675,0.0
1,1651,500,1.0
1,371,5100,0.0
1,773,212,1.0
1,238,4825,0.0
1,4136,187,1.0
1,140,4733,0.0
1,227,4767,0.0
1,767,143,1.0
1,19,4604,0.0
1,4005,343,1.0
1,5230,851,1.0
1,3879,183,1.0
1,294,1536,0.0
1,4464,128,1.0
1,262,768,0.0
1,3791,86,1.0
1,117,5024,0.0
1,732,7,1.0
1,4324,394,1.0
1,44,4930,0.0
1,321,4872,0.0
1,3750,83,1.0
1,97,4794,0.0
1,3729,48,1.0
1,1122,513,1.0
1,1383,632,1.0
1,3993,291,1.0
1,271,1032,0.0
1,783,5349,0.0
1,4427,153,1.0
1,4066,200,1.0
1,28,4885,0.0
1,704,56,1.0
1,4737,655,1.0
1,412,5325,0.0
1,795,169,1.0
1,4051,578,1.0
1,671,6,1.0
1,52,4752,0.0
1,568,5328,0.0
1,3887,72,1.0
1,3804,68,1.0
1,534,5266,0.0
1,437,5381,0.0
1,4507,131,1.0
1,1362,121,1.0
1,4,4606,0.0
1,8560,520,1.0
1,284,4832,0.0
1,305,4926,0.0
1,210,4804,0.0
1,54,4673,0.0
1,5795,815,1.0
1,480,5193,0.0
1,900,5831,0.0
1,54,4698,0.0
1,850,341,1.0
1,3699,5,1.0
1,258,720,0.0
1,1516,1220,1.0
1,7827,553,1.0
1,5059,552,1.0
1,4255,371,1.0
1,4884,515,1.0
1,664,5798,0.0
1,78,4749,0.0
1,67,4714,0.0
1,5,518,0.0
1,156,4717,0.0
1,4532,276,1.0
1,85,570,0.0
1,4129,540,1.0
1,527,5428,0.0
1,388,5167,0.0
1,270,4848,0.0
1,10,4614,0.0
1,27,4595,0.0
1,4010,301,1.0
1,3695,4,1.0
1,3835,254,1.0
1,12,4650,0.0
1,50,614,0.0
1,673,11,1.0
1,899,194,1.0
1,158,4746,0.0
1,10,4631,0.0
1,5399,860,1.0
1,3839,246,1.0
1,681,5231,0.0
1,61,4652,0.0
1,36,4638,0.0
1,1,4585,0.0
1,440,9916,0.0
